classifer,parameters,auc-roc,p_at_5,r_at_5,f1_at_5,p_at_10,r_at_10,"f1_at_10,",p_at_20,r_at_20,f1_at_20,run_time
KNN,"{'n_neighbors': 10, 'weights': 'uniform', 'algorithm': 'auto'}",0.576497112523,0.260273972603,0.193262879789,0.221817906148,0.130136986301,0.193262879789,0.155539017648,0.176295307983,0.523645970938,0.263783064382,4.107252
KNN,"{'n_neighbors': 10, 'weights': 'distance', 'algorithm': 'auto'}",0.581743769199,0.135029354207,0.100264200793,0.115078462588,0.122487101939,0.181902245707,0.146395917499,0.102735156771,0.305151915456,0.153718183331,4.061663
KNN,"{'n_neighbors': 25, 'weights': 'uniform', 'algorithm': 'auto'}",0.598524406687,0.219355986479,0.162879788639,0.186945644758,0.205301547767,0.304887714663,0.245375292367,0.111941294196,0.33249669749,0.167492929629,4.747295
KNN,"{'n_neighbors': 25, 'weights': 'distance', 'algorithm': 'auto'}",0.606922415026,0.144636185732,0.107397622193,0.123265863088,0.124710905533,0.185204755614,0.14905379545,0.105359128308,0.312945838838,0.157644318749,4.715793
KNN,"{'n_neighbors': 50, 'weights': 'uniform', 'algorithm': 'auto'}",0.609083341269,0.184486746131,0.136988110964,0.157228413312,0.151752357232,0.22536327609,0.181373591325,0.115721592173,0.343725231176,0.173149226418,5.735345
KNN,"{'n_neighbors': 50, 'weights': 'distance', 'algorithm': 'auto'}",0.617688940624,0.140366482832,0.104227212682,0.119627018422,0.124621953389,0.185072655218,0.148947480332,0.110651545475,0.328665785997,0.165563134254,5.754081
KNN,"{'n_neighbors': 100, 'weights': 'uniform', 'algorithm': 'auto'}",0.618237464601,0.165095178794,0.122589167768,0.140701993784,0.143835616438,0.213606340819,0.171911545822,0.129419613075,0.384412153236,0.193644984196,7.486924
KNN,"{'n_neighbors': 100, 'weights': 'distance', 'algorithm': 'auto'}",0.626736295915,0.136096779932,0.10105680317,0.115988173755,0.128891656289,0.19141347424,0.154050605996,0.112697353791,0.334742404227,0.168624188987,7.555923
KNN,"{'n_neighbors': 1, 'weights': 'uniform', 'algorithm': 'ball_tree'}",0.526506282085,0.140722291407,0.104491413474,0.119930255477,0.570361145704,0.847027741083,0.681692536679,0.336668890371,1.0,0.503743137581,6.149635
KNN,"{'n_neighbors': 1, 'weights': 'distance', 'algorithm': 'ball_tree'}",0.526506282085,0.140722291407,0.104491413474,0.119930255477,0.570361145704,0.847027741083,0.681692536679,0.336668890371,1.0,0.503743137581,6.200186
KNN,"{'n_neighbors': 5, 'weights': 'uniform', 'algorithm': 'ball_tree'}",0.561737977578,0.421811065647,0.31321003963,0.359487529376,0.225137875823,0.334346103038,0.269083563683,0.11256393151,0.334346103038,0.168424554983,6.973041
KNN,"{'n_neighbors': 5, 'weights': 'distance', 'algorithm': 'ball_tree'}",0.563886097804,0.133961928482,0.0994715984148,0.114168751421,0.118128446896,0.175429326288,0.141186476717,0.105581498777,0.313606340819,0.15797704209,7.174721
KNN,"{'n_neighbors': 10, 'weights': 'uniform', 'algorithm': 'ball_tree'}",0.57644864241,0.260273972603,0.193262879789,0.221817906148,0.130136986301,0.193262879789,0.155539017648,0.176250833889,0.523513870542,0.263716519714,7.663852
KNN,"{'n_neighbors': 10, 'weights': 'distance', 'algorithm': 'ball_tree'}",0.581699512536,0.13485144992,0.100132100396,0.11492684406,0.122487101939,0.181902245707,0.146395917499,0.102735156771,0.305151915456,0.153718183331,7.752758
KNN,"{'n_neighbors': 25, 'weights': 'uniform', 'algorithm': 'ball_tree'}",0.598460749507,0.219533890767,0.163011889036,0.187097263286,0.205301547767,0.304887714663,0.245375292367,0.111941294196,0.33249669749,0.167492929629,9.464928
KNN,"{'n_neighbors': 25, 'weights': 'distance', 'algorithm': 'ball_tree'}",0.606861671168,0.144636185732,0.107397622193,0.123265863088,0.124710905533,0.185204755614,0.14905379545,0.105403602402,0.313077939234,0.157710863417,9.485592
