ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET NUMBER,ADDRESS STREET SUFFIX,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",CURRENT ACTIVITY,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS BUILDING OPEN OR BOARDED?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS THE BUILDING VACANT DUE TO FIRE?,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,SSA,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,address,community_area,complete_date,create_date,lat,loc,long,police_district,sanitation_violation,srn,status,type_service,ward,x_coord,y_coord,zip,community,time_to_complete,FIPS
,,,,,,,,,,,,,,,,,5433 S SACRAMENTO AVE,63.0,2017-02-15,2017-02-10,41.79448798759828,"(41.79448798759828, -87.6987015855771)",-87.69870158557708,9.0,Other,17-00740343,Completed,Sanitation Code Violation,14.0,1157305.33060603,1868340.72003012,60632.0,GAGE PARK,5.0,170316304003
,,,,,,,,,,,,,,,,,5179 S CAMPBELL AVE,63.0,2017-02-15,2017-02-10,41.79965715717636,"(41.799657157176355, -87.68664071768613)",-87.68664071768612,9.0,Construction Site Cleanliness/Fence,17-00742478,Completed,Sanitation Code Violation,14.0,1160580.00839087,1870248.84199651,60632.0,GAGE PARK,5.0,170316305001
,,,,,,,,,,,,,,,,,3301 W 55TH ST,63.0,2017-02-16,2017-02-14,41.79347809284535,"(41.79347809284534, -87.7060442751513)",-87.70604427515129,8.0,Other,17-00814685,Completed,Sanitation Code Violation,14.0,1155305.75642797,1867958.0255037,60632.0,GAGE PARK,2.0,170316309001
,,,,,,,,,,,,,,,,,5533 S SAWYER AVE,63.0,2017-02-20,2017-02-19,41.792890316832256,"(41.79289031683226, -87.70476386130557)",-87.70476386130557,8.0,Construction Site Cleanliness/Fence,17-00942303,Completed,Sanitation Code Violation,14.0,1155656.48069724,1867746.394269,60629.0,GAGE PARK,1.0,170316309001
,,,,,,,,,,,,,,,,,5805 S SAWYER AVE,63.0,2017-02-23,2017-02-22,41.78795271426856,"(41.787952714268556, -87.70462175009457)",-87.70462175009456,8.0,Garbage in alley,17-01002904,Completed,Sanitation Code Violation,23.0,1155708.39107942,1865947.44996725,60629.0,GAGE PARK,1.0,170316309001
,,,,,,,,,,,,,,,,,2415 W 51ST ST,63.0,2017-02-27,2017-02-23,41.80114024748819,"(41.80114024748819, -87.68482557690893)",-87.68482557690893,9.0,Other,17-01027378,Completed,Sanitation Code Violation,14.0,1161070.85761324,1870792.99959104,60632.0,GAGE PARK,4.0,170316305001
,,,,,,,,,,,,,,,,,3149 W 51ST ST,63.0,2017-02-27,2017-02-23,41.800835557733,"(41.800835557732995, -87.70286707277832)",-87.70286707277832,9.0,Other,17-01032803,Completed,Sanitation Code Violation,14.0,1156152.49011025,1870645.37510548,60632.0,GAGE PARK,4.0,170316302001
,,,,,,,,,,,,,,,,,5344 S MAPLEWOOD AVE,63.0,2017-02-27,2017-02-26,41.79643496504975,"(41.79643496504975, -87.68777473944638)",-87.68777473944637,9.0,Garbage in yard,17-01093622,Completed,Sanitation Code Violation,14.0,1160279.61738451,1869072.37159593,60632.0,GAGE PARK,1.0,170316305002
,,,,,,,,,,,,,,,,,2408 W 52ND ST,63.0,2017-02-27,2017-02-26,41.79933411634583,"(41.79933411634583, -87.68417780160804)",-87.68417780160804,9.0,Garbage in yard,17-01094145,Completed,Sanitation Code Violation,14.0,1161252.44998397,1870136.18990868,60632.0,GAGE PARK,1.0,170316301001
,,,,,,,,,,,,,,,,,5323 S WASHTENAW AVE,63.0,2017-03-01,2017-02-28,41.79695760683426,"(41.79695760683426, -87.69144934677787)",-87.69144934677787,9.0,Overflowing carts,17-01128598,Completed,Sanitation Code Violation,14.0,1159276.20601236,1869255.31562889,60632.0,GAGE PARK,1.0,170316305003
,,,,,,,,,,,,,,,,,5854 S FAIRFIELD AVE,63.0,2017-03-22,2017-03-01,41.78725515777445,"(41.78725515777445, -87.69240004549427)",-87.69240004549427,8.0,Dumpster not being emptied,17-01153705,Completed,Sanitation Code Violation,16.0,1159043.33040365,1865717.87512082,60629.0,GAGE PARK,21.0,170318351003
,,,,,,,,,,,,,,,,,5430 S KEDZIE AVE,63.0,2017-03-08,2017-03-04,41.79451010062992,"(41.794510100629914, -87.70358760437206)",-87.70358760437206,8.0,Construction Site Cleanliness/Fence,17-01211028,Completed,Sanitation Code Violation,14.0,1155972.91547201,1868338.97988471,60632.0,GAGE PARK,4.0,170316303002
,,,,,,,,,,,,,,,,,5640 S KEDZIE AVE,63.0,2017-03-08,2017-03-05,41.79096506316503,"(41.79096506316502, -87.70348458578887)",-87.7034845857889,8.0,Overflowing carts,17-01243679,Completed,Sanitation Code Violation,14.0,1156010.4714958,1867047.39839798,60629.0,GAGE PARK,3.0,170316309001
,,,,,,,,,,,,,,,,,3016 W 53RD PL,63.0,2017-03-08,2017-03-06,41.796332950472866,"(41.796332950472866, -87.69914995441603)",-87.69914995441603,9.0,Garbage in alley,17-01246876,Completed,Sanitation Code Violation,14.0,1157178.1063913,1869012.10992154,60632.0,GAGE PARK,2.0,170316304003
,,,,,,,,,,,,,,,,,5310 S FAIRFIELD AVE,63.0,2017-03-08,2017-03-06,41.7971760881746,"(41.7971760881746, -87.69267560415105)",-87.69267560415103,9.0,Dog feces in yard,17-01251027,Completed,Sanitation Code Violation,14.0,1158941.240423,1869332.43442479,60632.0,GAGE PARK,2.0,170316305003
,,,,,,,,,,,,,,,,,5323 S WASHTENAW AVE,63.0,2017-03-08,2017-03-07,41.79695760683426,"(41.79695760683426, -87.69144934677787)",-87.69144934677787,9.0,Other,17-01265742,Completed,Sanitation Code Violation,14.0,1159276.20601236,1869255.31562889,60632.0,GAGE PARK,1.0,170316305003
,,,,,,,,,,,,,,,,,5642 S KEDZIE AVE,63.0,2017-03-08,2017-03-07,41.790928283614996,"(41.79092828361499, -87.70348347903942)",-87.70348347903942,8.0,Dumpster not being emptied,17-01266975,Completed,Sanitation Code Violation,14.0,1156010.8714958,1867033.99839798,60629.0,GAGE PARK,1.0,170316309001
,,,,,,,,,,,,,,,,,3301 W 55TH ST,63.0,2017-03-08,2017-03-07,41.79347809284535,"(41.79347809284534, -87.7060442751513)",-87.70604427515129,8.0,Graffiti Commercial Vehicle,17-01272052,Completed,Sanitation Code Violation,14.0,1155305.75642797,1867958.0255037,60632.0,GAGE PARK,1.0,170316309001
,,,,,,,,,,,,,,,,,3219 W 53RD ST,63.0,2017-03-10,2017-03-08,41.79715601662755,"(41.797156016627554, -87.70441082856807)",-87.70441082856806,8.0,Garbage in alley,17-01287806,Completed,Sanitation Code Violation,14.0,1155741.3788174998,1869301.49062084,60632.0,GAGE PARK,2.0,170316303001
,,,,,,,,,,,,,,,,,5606 S WASHTENAW AVE,63.0,2017-03-22,2017-03-09,41.79180460802528,"(41.791804608025274, -87.6913078843654)",-87.6913078843654,8.0,Garbage in yard,17-01308348,Completed,Sanitation Code Violation,15.0,1159328.80292546,1867377.88530153,60629.0,GAGE PARK,13.0,170318351002
,,,,,,,,,,,,,,,,,5210 S WESTERN AVE,63.0,2017-03-22,2017-03-14,41.79914994597539,"(41.79914994597538, -87.68417269215273)",-87.68417269215273,9.0,Other,17-01399486,Completed,Sanitation Code Violation,15.0,1161254.34998397,1870069.08990868,60609.0,GAGE PARK,8.0,170316301001
,,,,,,,,,,,,,,,,,5750 S FAIRFIELD AVE,63.0,2017-03-22,2017-03-14,41.79006955991186,"(41.79006955991186, -87.69247842807347)",-87.69247842807344,8.0,Other,17-01404266,Completed,Sanitation Code Violation,16.0,1159014.30976872,1866743.2641042,60629.0,GAGE PARK,8.0,170318351004
,,,,,,,,,,,,,,,,,5144 S SPAULDING AVE,63.0,2017-03-21,2017-03-19,41.79997614565033,"(41.79997614565033, -87.70618770691273)",-87.70618770691273,8.0,Other,17-01487349,Completed,Sanitation Code Violation,14.0,1155249.36907572,1870325.58741791,60632.0,GAGE PARK,2.0,170316303001
,,,,,,,,,,,,,,,,,5813 S ARTESIAN AVE,63.0,2017-03-28,2017-03-22,41.78812941212676,"(41.78812941212676, -87.6851011404619)",-87.6851011404619,8.0,Garbage in yard,17-01579223,Completed,Sanitation Code Violation,16.0,1161031.47279937,1866051.37036869,60629.0,GAGE PARK,6.0,170318351003
,,,,,,,,,,,,,,,,,5558 S FAIRFIELD AVE,63.0,,2017-03-22,41.79264910184258,"(41.79264910184258, -87.6925514636524)",-87.6925514636524,8.0,Construction Site Cleanliness/Fence,17-01585710,Open,Sanitation Code Violation,15.0,1158987.38656635,1867683.08300313,60629.0,GAGE PARK,,170318351004
,,,,,,,,,,,,,,,,,5115 S CAMPBELL AVE,63.0,2017-03-28,2017-03-25,41.80083733032085,"(41.80083733032085, -87.68667307339061)",-87.68667307339062,9.0,Other,17-01664643,Completed,Sanitation Code Violation,14.0,1160567.95081994,1870678.823325,60632.0,GAGE PARK,3.0,170316305001
,,,,,,,,,,,,,,,,,5427 S SACRAMENTO AVE,63.0,2017-03-30,2017-03-29,41.794606011874706,"(41.794606011874706, -87.69870518863593)",-87.69870518863594,9.0,Garbage in yard,17-01771167,Completed,Sanitation Code Violation,14.0,1157304.03060603,1868383.72003012,60632.0,GAGE PARK,1.0,170316304003
,,,,,,,,,,,,,,,,,2400 W 55TH ST,63.0,,2017-03-29,41.793876583528366,"(41.793876583528366, -87.68404176974686)",-87.68404176974686,9.0,Garbage in yard,17-01764716,Open,Sanitation Code Violation,15.0,1161304.56226739,1868147.78041554,60632.0,GAGE PARK,,170318351001
S,FRANCISCO,1140.0,AVE,False,,FRONT AND REAR,Open,Vacant,,True,Front,,,,,,,29.0,,2017-01-09,41.867568757883184,"(41.86756875788319, -87.69837546938611)",-87.69837546938611,11.0,,17-00142890,,Vacant/Abandoned Building,28.0,1157197.42420904,1894971.68608422,60612.0,NORTH LAWNDALE,,170318386002
S,KARLOV,1619.0,AVE,False,,DOORS AND WINDOW,Open,Vacant,,False,Front,,,,,,,29.0,,2017-01-17,41.85848386973424,"(41.85848386973424, -87.72738293352039)",-87.72738293352039,10.0,,17-00295194,,Vacant/Abandoned Building,24.0,1149319.81298055,1891604.07121224,60623.0,NORTH LAWNDALE,,170312925001
S,AVERS,1947.0,AVE,False,,,Open,Vacant,,False,Garage,,,,,,,29.0,,2017-01-17,41.85420893375261,"(41.85420893375261, -87.72107270003107)",-87.72107270003107,10.0,,17-00295648,,Vacant/Abandoned Building,24.0,1151049.92870637,1890058.49236737,60623.0,NORTH LAWNDALE,,170312924001
S,SAWYER,1418.0,AVE,,,,,,,,,,,,,,,29.0,,2017-01-23,41.8622065456948,"(41.8622065456948, -87.7067670065669)",-87.7067670065669,10.0,,17-00410155,,Vacant/Abandoned Building,24.0,1154926.01988927,1893000.91413115,60623.0,NORTH LAWNDALE,,170318415002
S,KARLOV,1435.0,AVE,,,,,,,,,,,,,,,29.0,,2017-01-26,41.86183836367305,"(41.86183836367305, -87.72748569956902)",-87.72748569956902,10.0,,17-00474801,,Vacant/Abandoned Building,24.0,1149283.19226764,1892826.24180307,60623.0,NORTH LAWNDALE,,170312909002
W,GRENSHAW,3856.0,ST,False,,,Open,Vacant,,False,Rear,,,,,,,29.0,,2017-02-01,41.86712152516336,"(41.867121525163355, -87.72162671415812)",-87.72162671415813,11.0,,17-00594710,,Vacant/Abandoned Building,24.0,1150865.47202317,1894762.72959281,60624.0,NORTH LAWNDALE,,170318430002
S,KOMENSKY,1404.0,AVE,True,,,Open,Vacant,,False,Front,,,,,,,29.0,,2017-02-03,41.86243051204485,"(41.862430512044845, -87.72628366943087)",-87.72628366943087,10.0,,17-00631682,,Vacant/Abandoned Building,24.0,1149609.10152228,1893044.33198645,60623.0,NORTH LAWNDALE,,170312909002
S,KOMENSKY,1534.0,AVE,True,,,Open,Vacant,,False,Front,,,,,,,29.0,,2017-02-27,41.86005092525333,"(41.86005092525333, -87.72621288751031)",-87.72621288751031,10.0,,17-01117666,,Vacant/Abandoned Building,24.0,1149634.51421498,1892177.35341344,60623.0,NORTH LAWNDALE,,170312909002
S,MILLARD,2139.0,AVE,False,,,Boarded,Vacant,,True,Front,,,,,,,29.0,,2017-03-01,41.85308498556304,"(41.85308498556305, -87.7162598468192)",-87.71625984681921,10.0,,17-01150100,,Vacant/Abandoned Building,24.0,1152364.05706743,1889658.31513262,60623.0,NORTH LAWNDALE,,170318414002
S,SAWYER,1916.0,AVE,,,,,,,,,,,,,,,29.0,,2017-03-07,41.8551133289699,"(41.8551133289699, -87.70656819151311)",-87.70656819151311,10.0,,17-01271068,,Vacant/Abandoned Building,24.0,1154999.04558733,1890416.5607721,60623.0,NORTH LAWNDALE,,170318416001
S,SAWYER,1928.0,AVE,,,,,,,,,,,,,,,29.0,,2017-03-09,41.854891832953705,"(41.854891832953705, -87.70656191158767)",-87.70656191158767,10.0,,17-01303757,,Vacant/Abandoned Building,24.0,1155001.34558733,1890335.8607721,60623.0,NORTH LAWNDALE,,170318416001
S,KARLOV,1541.0,AVE,,,,,,,,,,,,,,,29.0,,2017-03-16,41.85990398206209,"(41.859903982062086, -87.72742883819944)",-87.72742883819944,10.0,,17-01432487,,Vacant/Abandoned Building,24.0,1149303.65592461,1892121.46780968,60623.0,NORTH LAWNDALE,,170312909002
S,ST LOUIS,1809.0,AVE,False,,,Open,Vacant,,False,Front,,,,,,,29.0,,2017-03-22,41.85691182324867,"(41.85691182324867, -87.7127076708402)",-87.7127076708402,10.0,,17-01578189,,Vacant/Abandoned Building,24.0,1153321.72859455,1891059.77771084,60623.0,NORTH LAWNDALE,,170312922001
S,TROY,1113.0,ST,True,,BUSTED WINDOWS PEOPLE CAN GET IN,Open,Vacant,,False,Front,,,,,,,29.0,,2017-03-26,41.86799913477175,"(41.86799913477175, -87.704495636518)",-87.704495636518,11.0,,17-01685298,,Vacant/Abandoned Building,24.0,1155529.27990594,1895116.24377992,60612.0,NORTH LAWNDALE,,170318386001
S,KILDARE,2303.0,AVE,False,,,Boarded,Vacant,,False,Front,,,,,,,29.0,,2017-03-27,41.84947156017942,"(41.84947156017942, -87.73119044627457)",-87.73119044627457,10.0,,17-01711414,,Vacant/Abandoned Building,22.0,1148305.61553398,1888312.71757133,60623.0,NORTH LAWNDALE,,170318434001
W,GRENSHAW,3416.0,ST,True,,FRONT,Open,Vacant,,False,Front,,,,,,,29.0,,2017-03-27,41.86729928878203,"(41.86729928878203, -87.71096484361267)",-87.71096484361267,11.0,,17-01705919,,Vacant/Abandoned Building,24.0,1153769.07477431,1894848.38012588,60624.0,NORTH LAWNDALE,,170318430001
S,KARLOV,1353.0,AVE,False,,,Open,Vacant,,False,Front,,,,,,,29.0,,2017-03-27,41.86333119483457,"(41.863331194834565, -87.72752924368147)",-87.72752924368147,10.0,,17-01710544,,Vacant/Abandoned Building,24.0,1149267.49226764,1893370.14180307,60623.0,NORTH LAWNDALE,,170312909001
,,,,,,,,,,,,,,,,,1439 S LAWNDALE AVE,29.0,2017-01-13,2017-01-04,41.861743605791936,"(41.861743605791936, -87.71772542701335)",-87.71772542701332,10.0,Garbage in yard,17-00070502,Completed,Sanitation Code Violation,24.0,1151942.15418733,1892810.62518656,60623.0,NORTH LAWNDALE,9.0,170318387004
,,,,,,,,,,,,,,,,,2146 S LAWNDALE AVE,29.0,2017-01-19,2017-01-06,41.85262490377002,"(41.852624903770014, -87.71746369507372)",-87.71746369507372,10.0,Overflowing carts,17-00100008,Completed,Sanitation Code Violation,24.0,1152037.28448827,1889488.30818927,60623.0,NORTH LAWNDALE,13.0,170318414002
,,,,,,,,,,,,,,,,,1902 S SAWYER AVE,29.0,2017-01-19,2017-01-06,41.855371876514454,"(41.85537187651445, -87.70657521092258)",-87.70657521092258,10.0,Garbage in yard,17-00105032,Completed,Sanitation Code Violation,24.0,1154996.44558733,1890510.7607721,60623.0,NORTH LAWNDALE,13.0,170318416001
,,,,,,,,,,,,,,,,,1506 S SPRINGFIELD AVE,29.0,2017-01-19,2017-01-07,41.860610281576456,"(41.86061028157645, -87.72257223337316)",-87.72257223337317,10.0,Other,17-00117020,Completed,Sanitation Code Violation,24.0,1150624.81201002,1892388.21527083,60623.0,NORTH LAWNDALE,12.0,170318387002
,,,,,,,,,,,,,,,,,1546 S CHRISTIANA AVE,29.0,2017-01-19,2017-01-07,41.860025160504435,"(41.86002516050444, -87.70914115773839)",-87.7091411577384,10.0,Garbage in yard,17-00118265,Completed,Sanitation Code Violation,24.0,1154285.07979942,1892201.31219347,60623.0,NORTH LAWNDALE,12.0,170318415002
,,,,,,,,,,,,,,,,,1925 S SPAULDING AVE,29.0,2017-01-19,2017-01-09,41.85493574155559,"(41.85493574155559, -87.70778129466673)",-87.70778129466673,10.0,Garbage in yard,17-00136184,Completed,Sanitation Code Violation,24.0,1154669.03100138,1890349.43843089,60623.0,NORTH LAWNDALE,10.0,170318416001
,,,,,,,,,,,,,,,,,1925 S SPAULDING AVE,29.0,2017-01-19,2017-01-10,41.85493574155559,"(41.85493574155559, -87.70778129466673)",-87.70778129466673,10.0,Garbage in yard,17-00166633,Completed - Dup,Sanitation Code Violation,24.0,1154669.03100138,1890349.43843089,60623.0,NORTH LAWNDALE,9.0,170318416001
,,,,,,,,,,,,,,,,,1439 S LAWNDALE AVE,29.0,2017-01-19,2017-01-11,41.861743605791936,"(41.861743605791936, -87.71772542701335)",-87.71772542701332,10.0,Garbage in alley,17-00191072,Completed,Sanitation Code Violation,24.0,1151942.15418733,1892810.62518656,60623.0,NORTH LAWNDALE,8.0,170318387004
,,,,,,,,,,,,,,,,,1543 S KEDVALE AVE,29.0,2017-01-23,2017-01-13,41.85985178872424,"(41.85985178872424, -87.72865139120898)",-87.728651391209,10.0,Garbage in alley,17-00236159,Completed,Sanitation Code Violation,24.0,1148970.75441809,1892100.10081147,60623.0,NORTH LAWNDALE,10.0,170312909002
,,,,,,,,,,,,,,,,,1439 S LAWNDALE AVE,29.0,2017-01-20,2017-01-15,41.861743605791936,"(41.861743605791936, -87.71772542701335)",-87.71772542701332,10.0,Overflowing carts,17-00257676,Completed,Sanitation Code Violation,24.0,1151942.15418733,1892810.62518656,60623.0,NORTH LAWNDALE,5.0,170318387004
,,,,,,,,,,,,,,,,,1322 S LAWNDALE AVE,29.0,2017-01-24,2017-01-16,41.86376675491064,"(41.863766754910635, -87.71778501223888)",-87.71778501223888,10.0,Garbage in yard,17-00276437,Completed,Sanitation Code Violation,24.0,1151920.63722942,1893547.73913056,60623.0,NORTH LAWNDALE,8.0,170318387001
,,,,,,,,,,,,,,,,,1439 S LAWNDALE AVE,29.0,2017-01-20,2017-01-18,41.861743605791936,"(41.861743605791936, -87.71772542701335)",-87.71772542701332,10.0,Garbage in yard,17-00311740,Completed - Dup,Sanitation Code Violation,24.0,1151942.15418733,1892810.62518656,60623.0,NORTH LAWNDALE,2.0,170318387004
,,,,,,,,,,,,,,,,,1617 S HARDING AVE,29.0,2017-01-24,2017-01-18,41.85856664194443,"(41.85856664194443, -87.7237080448533)",-87.72370804485331,10.0,Garbage in yard,17-00317584,Completed,Sanitation Code Violation,24.0,1150320.69681637,1891641.31978352,60623.0,NORTH LAWNDALE,6.0,170312924002
,,,,,,,,,,,,,,,,,1925 S SPAULDING AVE,29.0,2017-02-12,2017-01-18,41.85493574155559,"(41.85493574155559, -87.70778129466673)",-87.70778129466673,10.0,Garbage in yard,17-00314193,Completed,Sanitation Code Violation,24.0,1154669.03100138,1890349.43843089,60623.0,NORTH LAWNDALE,25.0,170318416001
,,,,,,,,,,,,,,,,,1928 S SAWYER AVE,29.0,2017-02-12,2017-01-18,41.854891832953705,"(41.854891832953705, -87.70656191158767)",-87.70656191158767,10.0,Garbage in yard,17-00326411,Completed,Sanitation Code Violation,24.0,1155001.34558733,1890335.8607721,60623.0,NORTH LAWNDALE,25.0,170318416001
,,,,,,,,,,,,,,,,,1439 S LAWNDALE AVE,29.0,,2017-01-18,41.861743605791936,"(41.861743605791936, -87.71772542701335)",-87.71772542701332,10.0,Garbage in yard,17-00311993,Open - Dup,Sanitation Code Violation,24.0,1151942.15418733,1892810.62518656,60623.0,NORTH LAWNDALE,,170318387004
,,,,,,,,,,,,,,,,,1457 S KOSTNER AVE,29.0,2017-01-24,2017-01-19,41.86133055515046,"(41.86133055515046, -87.73481521004562)",-87.73481521004562,10.0,Garbage in alley,17-00329333,Completed,Sanitation Code Violation,24.0,1147287.9118818,1892627.19380953,60623.0,NORTH LAWNDALE,5.0,170312909003
,,,,,,,,,,,,,,,,,2858 W ROOSEVELT RD,29.0,2017-01-24,2017-01-20,41.866490299971005,"(41.86649029997101, -87.69759025238294)",-87.69759025238295,11.0,Dumpster not being emptied,17-00358851,Completed,Sanitation Code Violation,28.0,1157414.20997249,1894580.28127825,60612.0,NORTH LAWNDALE,4.0,170318386002
,,,,,,,,,,,,,,,,,1439 S LAWNDALE AVE,29.0,2017-01-26,2017-01-21,41.861743605791936,"(41.861743605791936, -87.71772542701335)",-87.71772542701332,10.0,Garbage in alley,17-00374026,Completed,Sanitation Code Violation,24.0,1151942.15418733,1892810.62518656,60623.0,NORTH LAWNDALE,5.0,170318387004
,,,,,,,,,,,,,,,,,1538 S CHRISTIANA AVE,29.0,2017-01-26,2017-01-23,41.860173923308025,"(41.86017392330802, -87.70914558452007)",-87.70914558452006,10.0,Garbage in alley,17-00413791,Completed,Sanitation Code Violation,24.0,1154283.47979942,1892255.51219347,60623.0,NORTH LAWNDALE,3.0,170318415002
,,,,,,,,,,,,,,,,,1538 S CHRISTIANA AVE,29.0,2017-01-26,2017-01-23,41.860173923308025,"(41.86017392330802, -87.70914558452007)",-87.70914558452006,10.0,Garbage in alley,17-00413812,Completed,Sanitation Code Violation,24.0,1154283.47979942,1892255.51219347,60623.0,NORTH LAWNDALE,3.0,170318415002
,,,,,,,,,,,,,,,,,1519 S AVERS AVE,29.0,2017-02-12,2017-01-24,41.86038651180626,"(41.860386511806254, -87.72133652861379)",-87.72133652861379,10.0,Garbage in yard,17-00432243,Completed,Sanitation Code Violation,24.0,1150962.00770606,1892309.07120219,60623.0,NORTH LAWNDALE,19.0,170318387002
,,,,,,,,,,,,,,,,,1200 S MILLARD AVE,29.0,2017-02-12,2017-01-24,41.86628507837133,"(41.866285078371334, -87.71663515004856)",-87.71663515004856,10.0,Garbage in alley,17-00436537,Completed,Sanitation Code Violation,24.0,1152227.26007647,1894467.65792898,60623.0,NORTH LAWNDALE,19.0,170318430001
,,,,,,,,,,,,,,,,,4401 W ROOSEVELT RD,29.0,2017-02-12,2017-01-25,41.866032475244076,"(41.866032475244076, -87.73498934712687)",-87.73498934712688,10.0,Garbage in yard,17-00452818,Completed,Sanitation Code Violation,24.0,1147228.53489135,1894340.23039709,60624.0,NORTH LAWNDALE,18.0,170312909004
,,,,,,,,,,,,,,,,,1520 S SPAULDING AVE,29.0,2017-02-12,2017-01-26,41.860521237018254,"(41.86052123701826, -87.70793728219003)",-87.70793728219003,10.0,Other,17-00472705,Completed,Sanitation Code Violation,24.0,1154611.71008859,1892384.4676754,60623.0,NORTH LAWNDALE,17.0,170318415002
,,,,,,,,,,,,,,,,,1810 S TRUMBULL AVE,29.0,2017-02-12,2017-01-26,41.85688415499628,"(41.85688415499628, -87.71148416382017)",-87.71148416382017,10.0,Garbage in alley,17-00480883,Completed,Sanitation Code Violation,24.0,1153655.11260073,1891052.10707853,60623.0,NORTH LAWNDALE,17.0,170312922001
,,,,,,,,,,,,,,,,,1925 S SPAULDING AVE,29.0,2017-02-12,2017-01-27,41.85493574155559,"(41.85493574155559, -87.70778129466673)",-87.70778129466673,10.0,Garbage in alley,17-00497275,Completed,Sanitation Code Violation,24.0,1154669.03100138,1890349.43843089,60623.0,NORTH LAWNDALE,16.0,170318416001
,,,,,,,,,,,,,,,,,1260 S HOMAN AVE,29.0,2017-02-12,2017-01-27,41.86495906330802,"(41.86495906330802, -87.71050284342212)",-87.71050284342212,10.0,Other,17-00503564,Completed,Sanitation Code Violation,24.0,1153901.1006936,1893996.52003161,60623.0,NORTH LAWNDALE,16.0,170312912001
,,,,,,,,,,,,,,,,,1133 S SACRAMENTO BLVD,29.0,2017-02-08,2017-01-31,41.86767175969318,"(41.86767175969318, -87.7008239640077)",-87.7008239640077,11.0,Garbage in alley,17-00571914,Completed,Sanitation Code Violation,28.0,1156530.23292471,1895004.29631661,60612.0,NORTH LAWNDALE,8.0,170318386001
,,,,,,,,,,,,,,,,,2744 W ROOSEVELT RD,29.0,2017-02-08,2017-01-31,41.866521384820004,"(41.86652138481999, -87.69491696217968)",-87.69491696217968,11.0,Construction Site Cleanliness/Fence,17-00571983,Completed,Sanitation Code Violation,28.0,1158142.28200672,1894597.01231526,60608.0,NORTH LAWNDALE,8.0,170318433001
